500,90,23,11,3,2,0
690,100,29,10,6,1,1
770,100,31,11,6,0,2
910,100,29,7,2,2,3
810,100,31,10,5,1,2
860,100,30,6,5,2,2
187,57,9,5,2,0,0
90,40,3,1,1,0,0
1080,100,32,6,3,0,5
810,100,33,12,4,3,1
