186,46,6,1,1,1,0
61,41,2,2,0,0,0
70,40,3,3,0,0,0
165,55,9,7,1,0,0
49,39,1,1,0,0,0
148,48,6,2,2,0,0
59,39,2,2,0,0,0
117,47,5,3,1,0,0
30,30,0,0,0,0,0
58,38,2,2,0,0,0
