conv1.0.weight
0.09267074
-0.0497934
-0.100717306
0.010669958
0.07139477
-0.06910837
-0.048212603
-0.06541108
0.07207818
-0.0143269
-0.08333823
-0.07789378
-0.039679453
0.015082731
0.0948284
-0.0980657
0.06788193
-0.03766793
-0.08874678
-0.09197654
-0.06874725
-0.07335773
0.029614618
0.056651015
-0.069738746
0.10307664
-0.099927254
-0.06493586
-0.040059015
-0.009852937
-0.09264598
0.06442675
0.0038600266
-0.086797625
-0.04284609
-0.10120516
-0.023747057
0.024809217
0.0016999785
0.040607456
-0.008450583
-0.009413789
0.080791146
-0.09668615
-0.02500134
0.038898043
-0.018254874
0.02325346
0.0799285
0.031310186
0.048483673
-0.035907615
0.009071216
0.05539994
-0.06662006
0.055899736
0.059336588
-0.068686716
-0.08983308
0.08102616
-0.030785903
0.020900011
-0.10212916
-0.08787654
-0.0738468
-0.06396158
-0.0015290471
0.07419562
-0.07673881
0.052979555
0.017873842
0.04849764
-0.058143325
-0.07573735
0.036893256
0.06689562
-0.063633755
0.024743935
0.053054452
0.06681755
-0.018466093
-0.10614903
0.11913689
-0.010829747
-0.04689144
0.015210653
0.07255499
-0.062395994
-0.06990822
-0.0526596
-0.059551615
-0.09818937
-0.06271336
0.030710509
0.045827202
0.045965068
-0.101466835
-0.105084255
0.05069244
0.08516544
-0.09203006
-0.023316817
0.028076509
0.06900818
-0.00075330585
0.014410058
-0.02386838
0.049976535
-0.0964484
-0.026726283
-0.023930691
-0.033617593
0.10140699
0.002815403
0.023614217
-0.045924913
0.046801835
0.03405681
-0.050027285
0.053003628
-0.023174934
0.037076224
0.11286061
-0.003646998
-0.041441545
0.057976946
-0.03249325
-0.07505702
0.035690933
-0.0784177
0.14094582
0.011895711
0.09858775
-0.06499128
-0.09132989
0.0009685457
-0.08803119
0.014681689
-0.09552502
-0.02683317
0.029432371
-0.068681605
-0.045812704
0.06750312
-0.009822294
0.011789836
-0.08760108
-0.10396649
-0.08188172
-0.03635685
0.08329077
0.033925954
-0.031157881
-0.023706034
0.07743872
0.05843816
-0.07596403
-0.07772456
-0.056793865
0.07532132
0.08239055
-0.04658009
0.054596875
-0.057213686
0.010825612
0.09565363
-0.03416701
0.015369767
-0.068988815
-0.08143544
0.07941554
-0.05943404
-0.051173996
0.06339672
0.08485169
0.02763839
-0.0509064
-0.08999038
0.029954877
0.08863937
0.036703065
0.066034704
0.048150048
-0.07430485
0.08137962
-0.06807983
-0.104498595
0.034744702
-0.10606044
0.035336465
0.008206174
-0.05051782
0.0039623603
-0.033693247
0.100034475
-0.06826775
-0.047732085
-0.10536942
-0.043320633
-0.10190893
0.06721401
0.060526606
0.096075766
-0.094055265
0.02042465
-0.07182938
0.06682965
-0.08387834
-0.08193923
-0.082924835
0.10443
0.078253515
-0.06343639
0.06725754
0.039453894
-0.0010019615
-0.07086606
-0.05540536
0.038594168
0.04368686
0.10759294
-0.015652716
0.0024213195
-0.035275616
0.07707313
-0.104354694
0.079529636
-0.055578843
-0.004144214
0.015400215
0.090882145
-0.03724592
-0.0022370964
0.016623799
0.08766422
-0.038695667
0.0026452616
-0.076375335
0.07951683
-0.082505584
-0.007198997
0.016172249
-0.0575194
0.059186008
-0.0802221
0.087680295
0.006369807
-0.007848032
0.026579618
0.0045413896
-6.3836575e-05
-0.08288306
-0.08572159
0.06351415
0.012440012
0.010984505
-0.06387288
-0.0018444657
-0.0011281669
-0.076000854
-0.007534288
-0.014363883
-0.07564974
0.038428426
-0.08302015
-0.09749718
-0.090687476
0.010502584
-0.029263727
-0.03436073
0.09312838
0.05426573
-0.057119846
-0.001821287
-0.08368357
-0.07161307
-0.096649006
0.012084425
-0.07326632
0.05569812
-0.011148982
-0.10531888
-0.034290746
0.082535215
-0.014947087
-0.076337144
-0.04341861
0.077333085
-0.07675379
0.015914712
0.08237158
0.003974906
-0.040589258
0.093271695
-0.043289136
-0.0039701303
0.0074281096
0.0015798538
0.02151801
0.054993507
-0.012256891
-0.03949432
0.038720578
-0.10310646
-0.0046928898
-0.014446348
-0.05996265
-0.0068562888
0.055619314
0.02858612
-0.080545925
-0.041646942
0.020301118
-0.1215075
0.051668506
0.07904142
-0.07797578
-0.09100223
0.0095085725
-0.09901133
0.0855294
-0.07529191
0.018379206
0.073315024
-0.04277689
0.07377082
-0.03830591
-0.10111904
-0.10730999
-0.065303564
0.0064679533
-0.06294822
-0.017797902
-0.06931651
0.06249435
-0.103114136
-0.083897114
0.06194882
-0.058953833
0.04090301
0.029773027
-0.08804081
-0.034876913
0.063153215
-0.08646505
-0.046740785
-0.03228939
0.074956186
0.046439648
0.03568797
0.006880826
0.032987196
0.024552226
-0.06591967
-0.07901761
0.01410174
-0.104580864
0.06298701
