1,17,17,0,0,0,0,0
2,11,11,0,0,0,0,0
3,21,21,0,0,0,0,0
4,20,20,0,0,0,0,0
5,23,23,0,0,0,0,0
6,24,32,1,1,0,0,0
7,22,22,0,0,0,0,0
8,16,16,0,0,0,0,0
9,16,14,0,0,0,0,0
10,18,18,0,0,0,0,0
11,18,18,0,0,0,0,0
12,21,19,0,0,0,0,0
13,17,17,0,0,0,0,0
14,21,19,0,0,0,0,0
15,21,31,1,1,0,0,0
16,21,21,0,0,0,0,0
17,12,12,0,0,0,0,0
18,21,21,0,0,0,0,0
19,18,16,0,0,0,0,0
20,16,14,0,0,0,0,0
21,25,25,0,0,0,0,0
22,22,22,0,0,0,0,0
23,17,17,0,0,0,0,0
24,24,24,0,0,0,0,0
25,20,20,0,0,0,0,0
26,17,17,0,0,0,0,0
27,15,15,0,0,0,0,0
28,21,21,0,0,0,0,0
29,20,18,0,0,0,0,0
30,18,18,0,0,0,0,0
31,12,12,0,0,0,0,0
32,22,22,0,0,0,0,0
33,13,13,0,0,0,0,0
34,15,15,0,0,0,0,0
35,16,16,0,0,0,0,0
36,18,18,0,0,0,0,0
37,19,19,0,0,0,0,0
38,26,24,0,0,0,0,0
39,19,19,0,0,0,0,0
40,15,15,0,0,0,0,0
41,24,22,0,0,0,0,0
42,11,11,0,0,0,0,0
43,16,16,0,0,0,0,0
44,20,20,0,0,0,0,0
45,18,18,0,0,0,0,0
46,17,15,0,0,0,0,0
47,16,16,0,0,0,0,0
48,17,17,0,0,0,0,0
49,13,13,0,0,0,0,0
50,19,19,0,0,0,0,0
51,17,17,0,0,0,0,0
52,20,20,0,0,0,0,0
53,20,20,0,0,0,0,0
54,21,21,0,0,0,0,0
55,21,21,0,0,0,0,0
56,18,16,0,0,0,0,0
57,19,19,0,0,0,0,0
58,15,15,0,0,0,0,0
59,23,23,0,0,0,0,0
60,19,17,0,0,0,0,0
61,18,18,0,0,0,0,0
62,20,18,0,0,0,0,0
63,26,26,0,0,0,0,0
64,16,14,0,0,0,0,0
65,21,19,0,0,0,0,0
66,17,17,0,0,0,0,0
67,23,23,0,0,0,0,0
68,20,20,0,0,0,0,0
69,20,20,0,0,0,0,0
70,20,18,0,0,0,0,0
71,21,21,0,0,0,0,0
72,22,20,0,0,0,0,0
73,17,15,0,0,0,0,0
74,22,22,0,0,0,0,0
75,15,13,0,0,0,0,0
76,17,17,0,0,0,0,0
77,21,19,0,0,0,0,0
78,20,18,0,0,0,0,0
79,22,20,0,0,0,0,0
80,18,18,0,0,0,0,0
81,19,19,0,0,0,0,0
82,18,16,0,0,0,0,0
83,13,13,0,0,0,0,0
84,20,20,0,0,0,0,0
85,21,21,0,0,0,0,0
86,18,18,0,0,0,0,0
87,10,10,0,0,0,0,0
88,21,21,0,0,0,0,0
89,16,16,0,0,0,0,0
90,21,21,0,0,0,0,0
91,18,18,0,0,0,0,0
92,16,16,0,0,0,0,0
93,21,19,0,0,0,0,0
94,19,19,0,0,0,0,0
95,19,17,0,0,0,0,0
96,23,33,1,1,0,0,0
97,16,16,0,0,0,0,0
98,15,13,0,0,0,0,0
99,15,13,0,0,0,0,0
100,18,18,0,0,0,0,0
101,14,14,0,0,0,0,0
102,17,17,0,0,0,0,0
103,18,18,0,0,0,0,0
104,22,22,0,0,0,0,0
105,18,16,0,0,0,0,0
106,12,12,0,0,0,0,0
107,18,18,0,0,0,0,0
108,19,17,0,0,0,0,0
109,21,19,0,0,0,0,0
110,15,15,0,0,0,0,0
111,20,20,0,0,0,0,0
112,18,16,0,0,0,0,0
113,18,18,0,0,0,0,0
114,14,12,0,0,0,0,0
115,12,12,0,0,0,0,0
116,21,21,0,0,0,0,0
117,24,22,0,0,0,0,0
118,19,19,0,0,0,0,0
119,12,12,0,0,0,0,0
120,25,25,0,0,0,0,0
121,19,19,0,0,0,0,0
122,16,14,0,0,0,0,0
123,21,19,0,0,0,0,0
124,23,21,0,0,0,0,0
125,17,15,0,0,0,0,0
126,22,20,0,0,0,0,0
127,15,15,0,0,0,0,0
128,20,20,0,0,0,0,0
129,17,15,0,0,0,0,0
130,14,14,0,0,0,0,0
